,company,location,skills,experience
488,Cognizant Technology Solutions,Hyderabad/Secunderabad,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
489,Cognizant Technology Solutions,Hyderabad/Secunderabad,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
490,BOSTON SCIENTIFIC,"Delhi,  Delhi/NCR,  Pune","data validation  ,  healthcare  ,  test data  ,  database  ,  life cycle  ,  testing  ,  loading  ,  agile",3 - 5 yrs
491,urbanpiper technologies,Bengaluru / Bangalore,"python  ,  bi  ,  problem solving  ,  sql  ,  object oriented programming",2 - 5 yrs
492,BOEING,Bengaluru / Bangalore,"information technology  ,  database  ,  java  ,  production environment",5 - 8 yrs
493,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
494,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
495,Cognizant Technology Solutions,Hyderabad/Secunderabad,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
496,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
497,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
498,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
499,QuEST Global Engineering Pvt Ltd,,"css  ,  c    ,  html  ,  c#  ,  python  ,  javascript  ,  .net  ,  sql",6 - 9 yrs
500,Cognizant Technology Solutions,Hyderabad/Secunderabad,"sql  ,  solution delivery  ,  messaging",0 - 3 yrs
501,Careem,Pakistan,"visualization  ,  hosting  ,  dashboards  ,  tableau  ,  analyst",5 - 8 yrs
502,Eli Lilly & company India Pvt Ltd,Bengaluru / Bangalore,"data mining  ,  bi  ,  dbms  ,  t-sql  ,  sql  ,  python  ,  sas  ,  problem solving  ,  written communication  ,  leadership skills",3 - 5 yrs
503,Eli Lilly & company India Pvt Ltd,Bengaluru / Bangalore,"data mining  ,  bi  ,  dbms  ,  t-sql  ,  sql  ,  python  ,  sas  ,  problem solving  ,  written communication  ,  leadership skills",3 - 5 yrs
504,Cognizant Technology Solutions,Mumbai,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
505,Cognizant Technology Solutions,Mumbai,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
506,Cognizant Technology Solutions,Hyderabad/Secunderabad,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
507,Cognizant Technology Solutions,Hyderabad/Secunderabad,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
508,Cognizant Technology Solutions,Hyderabad/Secunderabad,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
509,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
510,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
511,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
512,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
513,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
514,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
515,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
516,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
517,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
518,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
519,Cognizant Technology Solutions,Mumbai,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
520,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
521,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
522,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
523,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
524,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
525,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
526,Clearwater Analytics,,"reports  ,  vlookup  ,  accounting  ,  reporting  ,  reconciliation  ,  excel  ,  investment accounting  ,  annual reports",0 - 3 yrs
527,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
528,JOHN CRANE SEALING SYSTEMS INDIA PVT LTD,Bengaluru / Bangalore,"lsmw  ,  data warehousing  ,  data migration  ,  sql  ,  security  ,  database  ,  material master  ,  idoc  ,  master data  ,  sap  ,  oracle  ,  ms access  ,  pricing  ,  customer master",0 - 9 yrs
529,Cognizant Technology Solutions,Mumbai,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
530,Cognizant Technology Solutions,Mumbai,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
531,Cognizant Technology Solutions,Kolkata,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
532,Cognizant Technology Solutions,Mumbai,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
533,Cognizant Technology Solutions,Mumbai,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
534,Cognizant Technology Solutions,Mumbai,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
535,Cognizant Technology Solutions,Pune,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
536,Motorola Mobility Inc.,,"director  ,  business analytics  ,  business process  ,  data governance",3 - 5 yrs
537,Nokia Siemens Networks Ltd,,"algorithms  ,  telecommunication  ,  database  ,  technical skills  ,  python  ,  mobile  ,  machine learning  ,  sql database",7 - 10 yrs
538,Abbott India Ltd,,"security  ,  cloud services  ,  microsoft azure  ,  infrastructure",3 - 6 yrs
539,CLEARWATER TECHNOLOGIES PVT LTD,,"SQL server for data storage  ,  Jira  ,  Atlassian",5 - 8 yrs
540,Ground Truth,Gurgaon,"python  ,  sql  ,  database  ,  written communication  ,  infrastructure  ,  linux",2 - 4 yrs
541,SYSTEM SOFT INC.,Hyderabad/Secunderabad,"omniture  ,  e-commerce  ,  sem  ,  seo  ,  mobile  ,  online business  ,  search engine optimization  ,  web analytics",2 - 3 yrs
542,PUBLICIS GROUPE,Bengaluru / Bangalore,"business rules  ,  sql  ,  data structures  ,  crm  ,  python  ,  sas  ,  machine learning  ,  identity management  ,  written communication",4 - 7 yrs
543,Epsilon,Bengaluru / Bangalore,"business rules  ,  sql  ,  data structures  ,  crm  ,  python  ,  sas  ,  machine learning  ,  identity management  ,  written communication",4 - 7 yrs
544,PUBLICIS GROUPE,Bengaluru / Bangalore,"business rules  ,  sql  ,  data structures  ,  technical skills  ,  crm  ,  python  ,  sas  ,  machine learning  ,  identity management  ,  written communication",2 - 5 yrs
545,PUBLICIS GROUPE,Bengaluru / Bangalore,"business rules  ,  sql  ,  data structures  ,  technical skills  ,  crm  ,  python  ,  sas  ,  machine learning  ,  identity management  ,  written communication",2 - 5 yrs
546,Epsilon,Bengaluru / Bangalore,"business rules  ,  sql  ,  data structures  ,  technical skills  ,  crm  ,  python  ,  sas  ,  machine learning  ,  identity management  ,  written communication",2 - 5 yrs
547,Epsilon,Bengaluru / Bangalore,"business rules  ,  sql  ,  data structures  ,  technical skills  ,  crm  ,  python  ,  sas  ,  machine learning  ,  identity management  ,  written communication",2 - 5 yrs
548,SNC-Lavalin Ltd,,"bi  ,  security  ,  team player  ,  written communication  ,  reporting tools",2 - 3 yrs
549,6sense,,"hive  ,  orchestration  ,  bi  ,  sql  ,  git  ,  hadoop  ,  big data  ,  python  ,  machine learning  ,  infrastructure",6 - 9 yrs
550,6sense,,"hive  ,  orchestration  ,  bi  ,  sql  ,  git  ,  hadoop  ,  big data  ,  python  ,  machine learning  ,  infrastructure",6 - 9 yrs
551,DBS Bank Ltd,Singapore,"data mining  ,  bi  ,  storage  ,  sql  ,  security  ,  database  ,  java  ,  hadoop  ,  pl  /  sql  ,  rdbms  ,  nosql  ,  infrastructure  ,  reporting tools  ,  unix",6 - 8 yrs
552,WALMART INDIA,,"business requirements  ,  information technology  ,  data analytics  ,  data governance  ,  bi  ,  sql  ,  data science  ,  data visualization  ,  data analysis  ,  sas  ,  big data analytics  ,  tableau  ,  statistical analysis",3 - 6 yrs
553,Wabtec Railway Products India Pvt Ltd,,"database  ,  data analysis  ,  database systems",5 - 8 yrs
554,ORACLE,Mexico,"artificial intelligence  ,  sql  ,  security  ,  database  ,  debugging  ,  software engineering  ,  cloud services  ,  python  ,  oracle  ,  information retrieval  ,  mx  ,  machine learning  ,  infrastructure",5 - 8 yrs
555,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
556,Cognizant Technology Solutions,Coimbatore,"database  ,  c  ,   PV Case Processing",0 - 3 yrs
557,Hotstar,China,"scala  ,  erlang  ,  docker  ,  spring  ,  java  ,  postgresql  ,  mysql  ,  web development  ,  hadoop  ,  big data  ,  hbase  ,  python  ,  c  ,  problem solving  ,  machine learning  ,  node.js  ,  google apps",3 - 6 yrs
558,Infosys Technologies Ltd,Mexico,"data mining  ,  sql  ,  database  ,  reporting tools",0 - 3 yrs
559,adroit valuations,Noida/Greater Noida,"data mining  ,  computer application  ,  data warehousing  ,  problem solving  ,  written communication  ,  ssrs",2 - 5 yrs
560,adroit valuations,"Noida/Greater Noida,  Mumbai","data mining  ,  data warehousing  ,  electronic devices  ,  ssrs  ,  c  ,  problem solving  ,  written communication",2 - 5 yrs
561,Careem,Cairo,"visualization  ,  hosting  ,  dashboards  ,  tableau  ,  analyst",5 - 8 yrs
562,FreshWorks,Chennai,"bi  ,  sql  ,  crm  ,  san  ,  natural language processing  ,  machine learning  ,  messaging",5 - 8 yrs
563,PRGX India Private Ltd,Atlanta,"financial analysis  ,  accounting  ,  vendor master  ,  reporting  ,  accounts payable  ,  team player  ,  excel  ,  finance",2 - 5 yrs
564,MongoDB Software India Pvt Ltd.,New York City,"applied statistics  ,   Data Analysis  ,   Python",4 - 6 yrs
565,Merkle Inc.,,"digital marketing  ,  medical  ,  campaign manager  ,  marketing campaigns  ,  marketing analytics  ,  consumer insights  ,  performance marketing  ,  marketing  ,  web analytics  ,  google analytics",2 - 5 yrs
566,BOEING,Bengaluru / Bangalore,"algorithms  ,  plsql  ,  database  ,  data extraction  ,  api  ,  oracle  ,  sas  ,  solution architect  ,  machine learning",6 - 9 yrs
567,Sanofi-aventis Pvt Ltd,Hyderabad/Secunderabad,"sql  ,  database  ,  big data  ,  python  ,  nosql  ,  hdfs",3 - 6 yrs
568,Dun and Bradstreet Inc,Hyderabad/Secunderabad,"metadata  ,  data architecture  ,  storage  ,  erwin  ,  data structures  ,  data transformation",6 - 8 yrs
569,cympl studios,Pune,"mobile games  ,  database  ,  games  ,  big data  ,  reporting tools",5 - 8 yrs
570,ConcertAI,,"xml  ,  hl7  ,  sql  ,  management systems",5 - 8 yrs
571,Dun and Bradstreet Inc,Hyderabad/Secunderabad,"data structures  ,  python  ,  cloud services  ,  rdbms  ,  problem solving  ,  nosql",2 - 4 yrs
572,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
573,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
574,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
575,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
576,WALMART INDIA,,"information technology  ,  scala  ,  bi  ,  sql  ,  python  ,  mobile  ,  messaging",5 - 8 yrs
577,Hotstar,China,"problem solving  ,  machine learning  ,  hadoop  ,  big data",5 - 8 yrs
578,Resilinc,Pune,"database  ,  team player  ,  ms office suite",3 - 5 yrs
579,MICRON TECHNOLOGY,Hyderabad/Secunderabad,"virtual reality  ,  c    ,  graphics  ,  artificial intelligence  ,  java  ,  big data  ,  c#  ,  python  ,  technology leadership  ,  data warehousing  ,  storage  ,  data extraction  ,  database  ,  linux  ,  perl  ,  mobile  ,  problem solving  ,  machine learning  ,  windows  ,  written communication",2 - 7 yrs
580,Randstad MENA,Bengaluru / Bangalore,"digital marketing  ,  marketing  ,  campaigns  ,  web analytics",1 - 4 yrs
581,ConcertAI,,"algorithms  ,  business rules  ,  sql  ,  docker  ,  python",1 - 4 yrs
582,HP ENTERPRISE SERVICES,Mexico,"orchestration  ,  bi  ,  sql  ,  database  ,  python  ,  problem solving",2 - 3 yrs
583,ConcertAI,,"postgresql  ,  mysql  ,  exceptions",3 - 6 yrs
584,SYSTEM SOFT INC.,Hyderabad/Secunderabad,"data retrieval  ,  application design  ,  sql  ,  coding  ,  database  ,  software engineering  ,  rdbms  ,  data manipulation  ,  sql server  ,  application development",6 - 10 yrs
585,Schneider Electric Pvt Ltd,France,"css  ,  it architecture  ,  bi  ,  sql  ,  java  ,  digitization  ,  it engineer  ,  python  ,  c  ,  php",7 - 10 yrs
586,Paypal India Pvt Ltd,Chennai,"data mining  ,  sql  ,  python  ,  mobile  ,  machine learning",3 - 6 yrs
587,Paypal India Pvt Ltd,Chennai,"data mining  ,  sql  ,  python  ,  mobile  ,  machine learning",3 - 6 yrs
588,Paypal India Pvt Ltd,Bengaluru / Bangalore,"data mining  ,  sql  ,  python  ,  mobile  ,  machine learning",3 - 6 yrs
589,Paypal India Pvt Ltd,Bengaluru / Bangalore,"data mining  ,  sql  ,  python  ,  mobile  ,  machine learning",3 - 6 yrs
590,Binance,,"hive  ,  python  ,  bi  ,  data warehousing  ,  sql  ,  logical thinking  ,  hadoop  ,  big data",3 - 6 yrs
591,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
592,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  data received",0 - 3 yrs
593,Cognizant Technology Solutions,Hyderabad/Secunderabad,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
594,Cognizant Technology Solutions,Gurgaon,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
595,Cognizant Technology Solutions,Hyderabad/Secunderabad,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
596,Cognizant Technology Solutions,Hyderabad/Secunderabad,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
597,Cognizant Technology Solutions,Hyderabad/Secunderabad,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
598,Cognizant Technology Solutions,Hyderabad/Secunderabad,"pharmacovigilance  ,  case processing  ,  life sciences  ,  query management  ,  cdm  ,  clinical  ,  pharmacy",0 - 3 yrs
599,Alstom Projects India Ltd.,,"data mining  ,  database  ,  satellite  ,  problem solving  ,  infrastructure",0 - 3 yrs
600,Cognizant Technology Solutions,Coimbatore,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
601,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
602,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
603,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
604,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
605,Cognizant Technology Solutions,Coimbatore,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
606,Cognizant Technology Solutions,Coimbatore,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
607,Cognizant Technology Solutions,Coimbatore,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
608,Cognizant Technology Solutions,Coimbatore,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
609,TALENT LEADS HR SOLUTIONS PVT LTD,Pune,"bi  ,  ensemble  ,  sql  ,  data extraction  ,  mysql  ,  technical skills  ,  python  ,  c  ,  oracle  ,  machine learning",5 - 8 yrs
610,HP ENTERPRISE SERVICES,Bengaluru / Bangalore,"c    ,  dml  ,  information technology  ,  bi  ,  sql  ,  database  ,  java  ,  data structures  ,  shell scripting  ,  perl  ,  python  ,  rdbms  ,  ddl  ,  infrastructure  ,  unix",3 - 6 yrs
611,Emerson Electric Co India Pvt Ltd,Mexico,"Tableau  ,   PowerBI  ,  database warehousing  ,  solutions software skills",0 - 3 yrs
612,AURIGO SOFTWARE TECHNOLOGIES,Bengaluru / Bangalore,"salesforce  ,  database  ,  team player  ,  Microsoft Office products",2 - 3 yrs
613,Cognizant Technology Solutions,Pune,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
614,Cognizant Technology Solutions,Mumbai,"database  ,  c  ,  SOP  ,   QC checklists",0 - 3 yrs
615,Zobello.com,"Delhi,  Delhi/NCR","data mining  ,  data analysis  ,  data modeling",1 - 2 yrs
616,Abbott India Ltd,,"sql  ,  salesforce  ,  security  ,  data structures  ,  microsoft azure  ,  reporting tools",3 - 5 yrs
